player,team,team_country,position,age,birth_year,club,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct
Guéla Doué,Côte d'Ivoire,Côte d'Ivoire,DF,23-250,2002,Strasbourg,2,1,97.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,49.0,53.9,88.0,0,1,9.0,0,1.5,0.0,1.0,-1.0,-0.93,-2.01,0.0,4.0,2.0,0.0,2.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Ibrahim Sangaré,Côte d'Ivoire,Côte d'Ivoire,MF,28-204,1997,Nottingham,2,1,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,44.0,48.9,74.0,0,1,14.0,0,1.5,2.0,1.0,1.0,1.02,2.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Jean Seri,Côte d'Ivoire,Côte d'Ivoire,MF,34-340,1991,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohamed Koné,Côte d'Ivoire,Côte d'Ivoire,GK,24-109,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas Pépé,Côte d'Ivoire,Côte d'Ivoire,FW,31-026,1995,Villarreal,2,1,82.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.2,0.0,0.0,,41.0,45.6,76.0,0,1,6.0,0,1.5,0.0,1.0,-1.0,-1.1,-2.02,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Obite N'Dicka,Côte d'Ivoire,Côte d'Ivoire,DF,26-308,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odilon Kossounou,Côte d'Ivoire,Côte d'Ivoire,DF,25-171,2001,Atalanta,2,1,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,46.0,51.1,90.0,1,1,2.0,0,1.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Oumar Diakité,Côte d'Ivoire,Côte d'Ivoire,FW,22-186,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ousmane Diomande,Côte d'Ivoire,Côte d'Ivoire,DF,22-202,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parfait Guiagon,Côte d'Ivoire,Côte d'Ivoire,MF,25-122,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seko Fofana,Côte d'Ivoire,Côte d'Ivoire,MF,31-048,1995,Porto,2,1,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,20.0,4.89,0.98,0.0,0.0,46.0,51.1,76.0,0,1,16.0,0,1.5,0.0,1.0,-1.0,-0.98,-2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Simon Adingra,Côte d'Ivoire,Côte d'Ivoire,"FW,MF",24-174,2002,Monaco,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,16.0,8.9,,0,1,16.0,1,0.0,0.0,1.0,-1.0,-5.63,-6.17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Wilfried Singo,Côte d'Ivoire,Côte d'Ivoire,DF,25-181,2000,Galatasaray,2,2,171.0,1.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.53,0.0,0.53,2.0,0.0,0.0,1.05,0.0,0.0,,86.0,95.0,86.0,1,0,,0,1.5,2.0,1.0,1.0,0.53,10.53,0.0,3.0,1.0,0.0,1.0,4.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Yahia Fofana,Côte d'Ivoire,Côte d'Ivoire,GK,25-307,2000,Rizespor,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,1.5,2.0,2.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180.0,2.0,1.0,8.0,6.0,75.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,
Yan Diomandé,Côte d'Ivoire,Côte d'Ivoire,"MF,FW",19-222,2006,RB Leipzig,2,2,174.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.55,0.0,0.0,,87.0,96.7,87.0,1,0,,0,1.5,2.0,1.0,1.0,0.52,15.52,0.0,1.0,3.0,0.0,4.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Alan Franco,Ecuador,Ecuador,DF,27-307,1998,Atlético Mineiro,2,2,143.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,72.0,79.4,72.0,0,0,,0,0.5,0.0,0.0,0.0,0.0,2.43,0.0,4.0,0.0,0.0,2.0,3.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Alan Minda,Ecuador,Ecuador,MF,23-041,2003,Atlético Mineiro,1,1,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.27,0.0,0.0,,55.0,30.6,55.0,0,0,,1,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,1.0,0.0,2.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Anthony Valencia,Ecuador,Ecuador,MF,22-338,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denil Castillo,Ecuador,Ecuador,MF,22-092,2004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enner Valencia,Ecuador,Ecuador,FW,36-232,1989,Pachuca,2,2,166.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,62.5,4.34,2.71,0.0,0.0,83.0,92.2,83.0,1,0,,0,0.5,0.0,0.0,0.0,0.0,6.43,0.0,2.0,5.0,1.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Félix Torres Caicedo,Ecuador,Ecuador,DF,29-164,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gonzalo Plata,Ecuador,Ecuador,FW,25-235,2000,Flamengo,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,66.7,3.0,2.0,0.0,0.0,90.0,100.0,90.0,2,0,,0,0.5,0.0,1.0,-1.0,-0.5,,0.0,1.0,1.0,0.0,6.0,1.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Gonzalo Valle,Ecuador,Ecuador,GK,30-116,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hernán Galíndez,Ecuador,Ecuador,GK,39-086,1987,Huracán,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,0.5,0.0,1.0,-1.0,-0.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180.0,1.0,0.5,7.0,6.0,85.7,0.0,1.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,
Jackson Porozo,Ecuador,Ecuador,DF,25-324,2000,Tijuana,1,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,29.0,16.1,,0,1,29.0,1,0.0,0.0,1.0,-1.0,-3.1,-3.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Jeremy Arévalo,Ecuador,Ecuador,FW,21-097,2005,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joel Ordóñez,Ecuador,Ecuador,DF,22-064,2004,Club Brugge,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,90.0,50.0,90.0,1,0,,1,0.0,0.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
John Yeboah,Ecuador,Ecuador,MF,26-001,2000,Venezia,2,2,149.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,33.3,3.62,1.21,0.0,0.0,75.0,82.8,75.0,0,0,,0,0.5,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,8.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Jordy Alcivar,Ecuador,Ecuador,MF,26-323,1999,Independiente,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,,45.0,25.0,45.0,0,0,,1,1.0,0.0,0.0,0.0,0.0,0.67,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Jordy Caicedo,Ecuador,Ecuador,FW,28-218,1997,Huracán,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,2.0,1.1,,0,1,2.0,1,1.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Kendry Páez,Ecuador,Ecuador,MF,19-051,2007,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Rodríguez,Ecuador,Ecuador,FW,26-112,2000,Union SG,2,0,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,6.1,1.53,0.0,0.0,30.0,32.8,,0,2,30.0,0,0.5,0.0,1.0,-1.0,-1.53,-1.53,0.0,0.0,2.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Moisés Caicedo,Ecuador,Ecuador,MF,24-234,2001,Chelsea,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,1.0,0.5,0.0,0.0,90.0,100.0,90.0,2,0,,0,0.5,0.0,1.0,-1.0,-0.5,,0.0,3.0,2.0,0.0,10.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Moisés Ramírez,Ecuador,Ecuador,GK,25-288,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nilson Angulo,Ecuador,Ecuador,"FW,MF",23-005,2003,Sunderland,2,0,56.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.61,1.61,0.0,0.0,28.0,31.1,,0,2,28.0,0,0.5,0.0,1.0,-1.0,-1.61,-1.61,0.0,1.0,1.0,0.0,2.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Pedro Vite,Ecuador,Ecuador,MF,24-107,2002,UNAM,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,1.5,0.5,0.0,0.0,90.0,100.0,90.0,2,0,,0,0.5,0.0,1.0,-1.0,-0.5,,0.0,1.0,2.0,0.0,3.0,3.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Pervis Estupiñán,Ecuador,Ecuador,MF,28-154,1998,Milan,1,1,69.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,69.0,38.3,69.0,0,0,,1,1.0,0.0,0.0,0.0,0.0,0.81,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Piero Hincapié,Ecuador,Ecuador,DF,24-166,2002,Arsenal,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.5,0.0,0.0,,90.0,100.0,90.0,2,0,,0,0.5,0.0,1.0,-1.0,-0.5,,0.0,1.0,3.0,0.0,6.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Willian Pacho,Ecuador,Ecuador,DF,24-251,2001,PSG,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.5,0.5,0.0,0.0,90.0,100.0,90.0,2,0,,0,0.5,0.0,1.0,-1.0,-0.5,,0.0,2.0,0.0,0.0,0.0,3.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Yaimar Medina,Ecuador,Ecuador,"DF,MF",21-231,2004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ángelo Preciado,Ecuador,Ecuador,"DF,MF",28-126,1998,Atlético Mineiro,2,0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,19.0,20.6,,0,2,19.0,0,0.5,0.0,1.0,-1.0,-2.43,-2.43,0.0,0.0,1.0,0.0,4.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Ahmed Fatouh,Egypt,Egypt,DF,28-094,1998,,2,2,177.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.51,0.51,0.0,0.0,89.0,98.3,89.0,1,0,,0,2.0,4.0,2.0,2.0,1.02,1.02,0.0,2.0,2.0,0.0,5.0,3.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,
El Mahdy Soliman,Egypt,Egypt,GK,39-016,1987,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emam Ashour,Egypt,Egypt,MF,28-124,1998,,2,2,152.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.59,0.0,0.59,0.59,0.59,5.0,1.0,20.0,2.96,0.59,0.2,1.0,76.0,84.4,76.0,0,0,,0,2.0,4.0,2.0,2.0,1.18,1.18,0.0,1.0,6.0,0.0,2.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Haissem Hassan,Egypt,Egypt,MF,24-136,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamdy Fathy,Egypt,Egypt,DF,31-268,1994,,2,2,127.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,64.0,70.6,64.0,0,0,,0,2.0,1.0,2.0,-1.0,-0.71,-5.8,0.0,2.0,2.0,0.0,1.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Hamza Abdelkarim,Egypt,Egypt,FW,18-174,2008,,2,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,15.0,16.7,,0,2,15.0,0,2.0,1.0,0.0,1.0,3.0,2.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Hossam Abdelmaguid,Egypt,Egypt,DF,25-055,2001,,1,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,5.0,2.8,,0,1,5.0,1,3.0,0.0,0.0,0.0,0.0,-1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Ibrahim Adel,Egypt,Egypt,MF,25-062,2001,Nordsjælland,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,3.0,1.7,,0,1,3.0,1,1.0,0.0,0.0,0.0,0.0,-1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Karim Hafez,Egypt,Egypt,DF,30-104,1996,,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,3.0,1.7,,0,1,3.0,1,1.0,0.0,0.0,0.0,0.0,-1.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Mahmoud Saber,Egypt,Egypt,MF,24-329,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marwan Attia,Egypt,Egypt,MF,27-316,1998,,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,,90.0,100.0,90.0,2,0,,0,2.0,4.0,2.0,2.0,1.0,,0.0,3.0,0.0,0.0,6.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Mohamed Abdelmonem,Egypt,Egypt,DF,27-143,1999,Nice,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,1.0,0.6,,0,1,1.0,1,3.0,0.0,0.0,0.0,0.0,-1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Mohamed Alaa,Egypt,Egypt,GK,27-174,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohamed El-Shenawy,Egypt,Egypt,GK,37-188,1988,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohamed Hany,Egypt,Egypt,DF,30-150,1996,,2,2,180.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,3.0,0.0,0.0,1.5,0.0,0.0,,90.0,100.0,90.0,2,0,,0,2.0,4.0,2.0,2.0,1.0,,0.0,1.0,0.0,0.0,5.0,2.0,6.0,,,1.0,,,,,,,,,,,,,,,,,,
Mohamed Salah,Egypt,Egypt,"MF,FW",34-009,1992,Liverpool,2,2,159.0,1.8,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.57,1.13,1.7,0.57,1.7,6.0,3.0,50.0,3.4,1.7,0.17,0.33,80.0,88.3,80.0,0,0,,0,2.0,4.0,2.0,2.0,1.13,1.13,0.0,2.0,4.0,0.0,7.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Mohanad Lasheen,Egypt,Egypt,MF,30-026,1996,,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,2.0,4.0,2.0,2.0,1.0,,0.0,3.0,1.0,0.0,1.0,4.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,
Mostafa Shobeir,Egypt,Egypt,GK,26-040,2000,,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,2.0,4.0,2.0,2.0,1.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180.0,2.0,1.0,9.0,7.0,77.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Mostafa Ziko,Egypt,Egypt,MF,29-058,1997,,2,2,150.0,1.7,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,1.2,0.6,1.2,6.0,2.0,33.3,3.6,1.2,0.17,0.5,75.0,83.3,75.0,0,0,,0,2.0,3.0,2.0,1.0,0.6,-2.4,0.0,2.0,3.0,1.0,2.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Nabil Dunga,Egypt,Egypt,MF,30-079,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omar Marmoush,Egypt,Egypt,FW,27-137,1999,Manchester City,2,2,165.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,12.5,4.36,0.55,0.0,0.0,83.0,91.7,83.0,1,0,,0,2.0,3.0,2.0,1.0,0.55,-5.45,0.0,2.0,5.0,0.0,2.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Ramy Rabia,Egypt,Egypt,"DF,MF",33-035,1993,,2,0,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,36.0,40.0,,0,2,36.0,0,2.0,3.0,0.0,3.0,3.75,4.58,0.0,2.0,0.0,0.0,0.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Tarek Alaa,Egypt,Egypt,DF,24-170,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trézéguet,Egypt,Egypt,"FW,MF",31-266,1994,,1,0,15.0,0.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,6.0,1.0,1.0,100.0,6.0,6.0,1.0,1.0,15.0,8.3,,0,1,15.0,1,3.0,1.0,0.0,1.0,6.0,5.45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Yasser Ibrahim,Egypt,Egypt,DF,33-134,1993,,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,2.0,4.0,2.0,2.0,1.0,,0.0,0.0,1.0,0.0,0.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Zizo,Egypt,Egypt,MF,30-165,1996,,2,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,8.57,4.29,0.0,0.0,11.0,11.7,,0,2,11.0,0,2.0,0.0,0.0,0.0,0.0,-1.13,0.0,1.0,0.0,0.0,3.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Anthony Gordon,England,England,MF,25-120,2001,Barcelona,1,1,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,2.54,1.27,0.0,0.0,71.0,78.9,71.0,0,0,,0,3.0,3.0,2.0,1.0,1.27,-3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Bukayo Saka,England,England,"FW,MF",24-292,2001,Arsenal,1,0,19.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74,4.74,0.0,4.74,0.0,0.0,,0.0,0.0,,,19.0,21.1,,0,1,19.0,0,3.0,1.0,0.0,1.0,4.74,3.47,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Dan Burn,England,England,DF,34-046,1992,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dean Henderson,England,England,GK,29-104,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Declan Rice,England,England,MF,27-161,1999,Arsenal,1,1,71.0,0.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,1.27,0.0,1.27,1.0,1.0,100.0,1.27,1.27,0.0,0.0,71.0,78.9,71.0,0,0,,0,3.0,3.0,2.0,1.0,1.27,-3.47,0.0,1.0,0.0,0.0,9.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
